customer_id,last_purchase_date,first_purchase_date,frequency,monetary,recency,recency_score,frequency_score,monetary_score,rfm_score,customer_segment,customer_name,gender,age,city,state,country,signup_date,churn_status,churn_score
C0031232,2025-08-19,2024-09-18,4,1946.1,135,3,4,3,343,Loyal Customers,Camila Patel,Female,34,Dallas,Texas,United States,2024-01-21,Needs Attention,34.3
C0031233,2025-01-20,2025-01-20,1,154.9,346,2,2,1,221,Need Nurture,Liam Anderson,Female,39,Chicago,Illinois,United States,2023-10-02,At Risk,86.1
C0031234,2025-11-22,2025-09-20,3,1651.3,40,4,4,3,443,Loyal Customers,Sofia Johnson,Female,37,Seattle,Washington,United States,2025-09-10,Active,20.0
C0031235,2025-12-10,2024-10-06,5,3191.24,22,4,4,4,444,Champions,Aria Miller,Male,40,San Francisco,California,United States,2024-10-06,Active,13.3
C0031236,2025-11-05,2025-09-26,3,361.82,57,3,4,2,342,Need Nurture,Grace Martinez,Male,51,Atlanta,Georgia,United States,2025-08-22,Active,26.6
C0031237,2025-12-24,2025-11-26,5,3423.73,8,5,4,4,544,Champions,Benjamin Miller,Female,23,New York,New York,United States,2025-11-25,Active,11.2
C0031238,2025-11-19,2025-04-12,4,3286.18,43,4,4,4,444,Champions,Camila Miller,Female,28,Dallas,Texas,United States,2025-02-06,Active,16.5
C0031239,2025-11-17,2025-02-21,18,10402.31,45,4,5,5,455,Champions,Zara Johnson,Male,45,Manchester,England,United Kingdom,2025-02-12,Active,6.8
C0031240,2025-07-29,2023-07-06,3,1470.73,156,2,4,3,243,Loyal Customers,Mia Khan,Male,27,London,England,United Kingdom,2023-05-30,Needs Attention,37.5
C0031241,2025-11-14,2025-11-14,1,172.7,48,4,2,1,421,Potential Loyalists,Theo Kim,Male,18,Miami,Florida,United States,2025-10-28,Active,41.2
C0031242,2025-11-08,2023-05-05,5,3584.2,54,3,4,4,344,Loyal Customers,Liam Kim,Female,45,Sydney,New South Wales,Australia,2023-05-02,Active,18.1
C0031243,2024-12-05,2023-09-05,4,475.41,392,1,4,2,142,At Risk,Maya Singh,Female,28,Chicago,Illinois,United States,2023-06-04,Lost,77.1
C0031244,2025-12-14,2025-11-09,2,264.68,18,5,3,1,531,Potential Loyalists,Mia Chen,Prefer not to say,48,Vancouver,British Columbia,Canada,2025-07-30,Active,30.7
C0031245,2025-05-02,2023-06-25,13,7147.24,244,2,5,5,255,Loyal Customers,Maya Miller,Female,32,Melbourne,Victoria,Australia,2023-06-09,At Risk,36.8
C0031246,2024-11-24,2024-11-24,1,82.26,403,1,2,1,121,Lost Customers,Priya Singh,Male,51,Melbourne,Victoria,Australia,2023-05-17,Lost,94.7
C0031247,2025-12-15,2024-10-30,3,2048.61,17,5,4,4,544,Champions,Ethan Johnson,Female,40,San Francisco,California,United States,2024-06-26,Active,12.6
C0031248,2024-10-05,2024-10-05,1,1426.66,453,1,2,3,123,Lost Customers,Alex Khan,Male,29,Los Angeles,California,United States,2023-08-12,Lost,94.3
C0031249,2024-02-02,2023-11-10,3,682.64,699,1,4,2,142,At Risk,Isabella Robinson,Female,22,Seattle,Washington,United States,2023-09-06,Lost,100.0
C0031250,2025-12-30,2024-11-12,18,12524.12,2,5,5,5,555,Champions,Aarav Patel,Female,34,Seattle,Washington,United States,2024-11-08,Active,0.3
C0031251,2025-12-17,2025-12-17,1,157.3,15,5,2,1,521,Potential Loyalists,Aisha Miller,Male,38,Toronto,Ontario,Canada,2025-11-09,Active,36.3
C0031252,2025-12-09,2025-11-30,2,1132.49,23,4,3,3,433,Potential Loyalists,Aisha Kim,Male,29,Atlanta,Georgia,United States,2023-10-25,Active,23.5
C0031254,2025-11-29,2025-08-31,3,1307.36,33,4,4,3,443,Loyal Customers,Mia Davis,Female,34,Los Angeles,California,United States,2024-10-11,Active,19.0
C0031255,2024-03-17,2023-11-03,2,2359.89,655,1,3,4,134,At Risk,Kai Lee,Male,55,New York,New York,United States,2022-07-29,Lost,100.0
C0031256,2024-11-02,2024-11-02,1,2000.39,425,1,2,4,124,Lost Customers,Theo Sharma,Male,40,Sydney,New South Wales,Australia,2024-02-27,Lost,86.0
C0031257,2025-06-28,2025-04-27,4,1112.13,187,2,4,3,243,Loyal Customers,Daniel Garcia,Male,29,Mumbai,Maharashtra,India,2025-04-02,At Risk,42.2
C0031258,2025-08-16,2023-11-28,4,921.98,138,3,4,3,343,Loyal Customers,Ethan Kim,Female,39,Mumbai,Maharashtra,India,2023-06-23,Needs Attention,34.8
C0031259,2025-11-10,2025-11-10,1,45.05,52,4,2,1,421,Potential Loyalists,Isabella Garcia,Male,45,Los Angeles,California,United States,2025-07-16,Active,41.8
C0031260,2025-12-11,2025-10-27,2,191.4,21,4,3,1,431,Potential Loyalists,Olivia Davis,Female,26,San Francisco,California,United States,2025-10-23,Active,31.2
C0031261,2025-05-14,2025-05-14,1,200.22,232,2,2,1,221,Need Nurture,Theo Taylor,Female,34,Mumbai,Maharashtra,India,2022-11-29,At Risk,69.0
C0031262,2025-07-27,2025-07-27,1,242.27,158,2,2,1,221,Need Nurture,Noah Thomas,Female,35,New York,New York,United States,2023-06-20,Needs Attention,57.8
C0031263,2024-01-23,2024-01-23,1,3266.52,709,1,2,4,124,Lost Customers,Isabella Wilson,Male,32,Melbourne,Victoria,Australia,2023-05-14,Lost,100.0
C0031264,2025-12-20,2023-01-29,6,3738.1,12,5,5,4,554,Champions,Zara Taylor,Female,22,Austin,Texas,United States,2022-10-02,Active,5.8
C0031265,2025-12-06,2024-07-11,10,9273.4,26,4,5,5,455,Champions,Aria Kim,Male,45,Toronto,Ontario,Canada,2023-12-10,Active,3.9
C0031266,2025-12-26,2025-06-17,10,2588.43,6,5,5,4,554,Champions,Hannah Sharma,Female,18,Dallas,Texas,United States,2025-03-01,Active,4.9
C0031267,2025-12-29,2025-06-24,6,3138.83,3,5,5,4,554,Champions,Camila Gupta,Female,29,Boston,Massachusetts,United States,2025-04-03,Active,4.5
C0031268,2025-11-11,2025-01-31,3,3998.29,51,4,4,4,444,Champions,Aria Miller,Female,28,Mumbai,Maharashtra,India,2024-11-22,Active,17.7
C0031269,2025-12-24,2025-12-24,1,844.52,8,5,2,2,522,Potential Loyalists,Fatima Gupta,Female,30,Chicago,Illinois,United States,2024-10-15,Active,31.2
C0031270,2025-12-12,2025-12-12,1,1911.7,20,4,2,3,423,Potential Loyalists,Olivia Patel,Male,55,Mumbai,Maharashtra,India,2025-11-11,Active,29.0
C0031271,2025-12-05,2025-05-28,5,2890.7,27,4,4,4,444,Champions,Daniel Kim,Male,33,London,England,United Kingdom,2024-10-05,Active,14.1
C0031272,2025-12-27,2024-07-31,6,6291.23,5,5,5,5,555,Champions,Priya Khan,Female,50,Mumbai,Maharashtra,India,2023-09-14,Active,0.8
C0031273,2025-09-28,2023-11-09,4,3006.47,95,3,4,4,344,Loyal Customers,Liam Brown,Male,39,London,England,United Kingdom,2022-08-02,Needs Attention,24.3
C0031274,2025-09-19,2024-06-26,4,2697.5,104,3,4,4,344,Loyal Customers,Mia Gupta,Male,42,Los Angeles,California,United States,2024-06-18,Needs Attention,25.7
C0031275,2025-11-21,2025-11-21,1,290.52,41,4,2,1,421,Potential Loyalists,Camila Kim,Female,33,Bengaluru,Karnataka,India,2025-11-03,Active,40.2
C0031276,2025-11-25,2024-12-03,2,1526.65,37,4,3,3,433,Potential Loyalists,Ravi Miller,Female,46,San Francisco,California,United States,2022-12-03,Active,25.6
C0031277,2025-12-01,2025-10-25,4,5667.74,31,4,4,5,445,Champions,Benjamin Smith,Male,30,Los Angeles,California,United States,2025-10-22,Active,10.7
C0031278,2025-08-31,2025-08-31,1,1171.13,123,3,2,3,323,Need Nurture,Fatima Sharma,Male,32,Melbourne,Victoria,Australia,2022-11-04,Needs Attention,44.5
C0031279,2024-12-30,2024-12-30,1,361.06,367,1,2,2,122,Lost Customers,Olivia Martinez,Male,31,Chicago,Illinois,United States,2022-08-01,Lost,85.3
C0031280,2025-11-15,2025-07-15,2,238.46,47,4,3,1,431,Potential Loyalists,Mia Lee,Male,24,New York,New York,United States,2024-11-14,Active,35.1
C0031281,2023-11-28,2023-11-28,1,117.88,765,1,2,1,121,Lost Customers,Daniel Lee,Male,37,Denver,Colorado,United States,2023-11-02,Lost,100.0
C0031282,2025-11-27,2023-01-15,13,10569.97,35,4,5,5,455,Champions,Camila Taylor,Male,47,Phoenix,Arizona,United States,2022-11-11,Active,5.3
C0031283,2025-12-12,2025-04-21,5,11626.85,20,4,4,5,445,Champions,Grace Smith,Male,33,Bengaluru,Karnataka,India,2024-10-01,Active,9.0
C0031284,2025-12-03,2025-12-03,1,1175.5,29,4,2,3,423,Potential Loyalists,Hannah Khan,Male,27,Dallas,Texas,United States,2025-02-01,Active,30.4
C0031285,2025-11-30,2025-05-10,2,1950.82,32,4,3,3,433,Potential Loyalists,Aisha Miller,Female,60,Phoenix,Arizona,United States,2025-04-17,Active,24.8
C0031286,2025-10-13,2025-07-07,2,569.3,80,3,3,2,332,Need Nurture,Camila Khan,Male,32,London,England,United Kingdom,2025-06-06,Active,36.1
C0031287,2025-11-09,2025-11-09,1,1129.19,53,3,2,3,323,Need Nurture,Amelia Miller,Female,46,San Francisco,California,United States,2025-10-18,Active,34.0
C0031288,2025-12-19,2024-11-02,2,1927.81,13,5,3,3,533,Potential Loyalists,Amelia Kim,Female,37,Atlanta,Georgia,United States,2022-12-02,Active,22.0
C0031289,2025-12-16,2025-12-16,1,484.25,16,5,2,2,522,Potential Loyalists,Ethan Taylor,Male,50,Bengaluru,Karnataka,India,2023-08-12,Active,32.4
C0031290,2025-08-06,2025-08-06,1,756.36,148,2,2,2,222,Need Nurture,Aarav Sharma,Male,36,Seattle,Washington,United States,2022-11-24,Needs Attention,52.3
C0031291,2024-12-02,2024-06-29,2,1636.58,395,1,3,3,133,At Risk,Maya Davis,Female,36,Manchester,England,United Kingdom,2023-08-24,Lost,79.5
C0031292,2025-10-01,2025-10-01,1,362.53,92,3,2,2,322,Need Nurture,Maya Anderson,Female,36,Mumbai,Maharashtra,India,2022-10-09,Needs Attention,43.9
C0031294,2025-12-24,2025-10-02,16,7401.32,8,5,5,5,555,Champions,Ravi Khan,Prefer not to say,38,San Francisco,California,United States,2025-09-14,Active,1.2
C0031295,2025-11-06,2025-08-20,3,469.7,56,3,4,2,342,Need Nurture,Kai Davis,Female,28,Boston,Massachusetts,United States,2024-12-21,Active,26.4
C0031296,2025-10-19,2024-02-01,3,876.88,74,3,4,2,342,Need Nurture,Daniel Sharma,Male,43,New York,New York,United States,2023-06-04,Active,29.2
C0031297,2025-12-12,2024-08-26,6,6132.94,20,4,5,5,455,Champions,Aria Lee,Female,70,Chicago,Illinois,United States,2023-12-03,Active,3.0
C0031298,2025-12-19,2023-01-29,10,4935.86,13,5,5,5,555,Champions,Grace Miller,Female,26,Seattle,Washington,United States,2023-01-27,Active,2.0
C0031299,2023-11-27,2023-11-27,1,200.79,766,1,2,1,121,Lost Customers,Zara Patel,Female,41,Atlanta,Georgia,United States,2023-11-22,Lost,100.0
C0031300,2025-12-09,2025-12-09,1,439.66,23,4,2,2,422,Potential Loyalists,Aarav Johnson,Male,37,New York,New York,United States,2025-08-08,Active,33.5
C0031301,2025-12-25,2024-12-25,7,6080.86,7,5,5,5,555,Champions,Aarav Miller,Male,23,Los Angeles,California,United States,2024-07-26,Active,1.1
C0031302,2025-03-21,2025-03-21,1,1297.23,286,2,2,3,223,Need Nurture,Grace Robinson,Female,46,Boston,Massachusetts,United States,2023-02-01,At Risk,69.1
C0031303,2025-12-30,2025-07-12,4,2382.66,2,5,4,4,544,Champions,Sofia Patel,Male,32,Miami,Florida,United States,2025-01-16,Active,10.3
C0031304,2025-11-25,2024-05-12,12,14045.93,37,4,5,5,455,Champions,Daniel Thomas,Male,29,Denver,Colorado,United States,2024-04-16,Active,5.6
C0031305,2025-12-26,2024-04-13,10,3783.16,6,5,5,4,554,Champions,Noah Khan,Female,53,Dallas,Texas,United States,2024-04-09,Active,4.9
C0031306,2025-11-30,2025-11-30,1,625.22,32,4,2,2,422,Potential Loyalists,Kai Martinez,Male,33,Bengaluru,Karnataka,India,2024-01-06,Active,34.8
C0031307,2025-10-22,2025-06-03,4,2517.64,71,3,4,4,344,Loyal Customers,Aria Singh,Male,51,London,England,United Kingdom,2024-12-31,Active,20.7
C0031308,2025-12-30,2025-10-21,10,4917.47,2,5,5,5,555,Champions,Sofia Sharma,Non-binary,43,Austin,Texas,United States,2025-10-13,Active,0.3
C0031309,2025-12-07,2025-03-25,4,2823.11,25,4,4,4,444,Champions,Aria Wilson,Female,38,Manchester,England,United Kingdom,2024-03-26,Active,13.8
C0031310,2025-12-24,2023-08-19,10,9673.07,8,5,5,5,555,Champions,Isabella Davis,Male,45,New Delhi,Delhi,India,2022-12-13,Active,1.2
C0031311,2024-12-28,2024-12-28,1,94.45,369,1,2,1,121,Lost Customers,Maya Thomas,Female,46,New York,New York,United States,2023-10-19,Lost,89.6
C0031312,2025-10-14,2023-10-01,6,4703.54,79,3,5,5,355,Loyal Customers,Maya Lee,Male,35,Mumbai,Maharashtra,India,2023-09-07,Active,11.9
C0031313,2025-01-15,2023-08-03,6,2423.26,351,2,5,4,254,Loyal Customers,Ravi Garcia,Female,33,Los Angeles,California,United States,2023-03-24,At Risk,56.9
C0031314,2025-11-26,2025-11-26,1,973.37,36,4,2,3,423,Potential Loyalists,Mia Gupta,Male,47,Chicago,Illinois,United States,2025-09-29,Active,31.4
C0031315,2023-06-28,2023-06-28,1,136.01,918,1,2,1,121,Lost Customers,Maya Khan,Female,70,Boston,Massachusetts,United States,2022-12-13,Lost,100.0
C0031316,2025-12-05,2024-10-20,3,380.62,27,4,4,2,442,Potential Loyalists,Amelia Wilson,Female,18,Vancouver,British Columbia,Canada,2023-09-02,Active,22.1
C0031317,2025-03-16,2023-12-16,2,150.67,291,2,3,1,231,At Risk,Daniel Chen,Female,24,New York,New York,United States,2023-07-10,At Risk,71.8
C0031318,2025-11-04,2025-11-04,1,80.85,58,3,2,1,321,Need Nurture,Ethan Garcia,Male,25,San Francisco,California,United States,2023-06-13,Active,42.7
C0031319,2025-12-18,2025-04-19,4,1175.74,14,5,4,3,543,Loyal Customers,Fatima Sharma,Female,33,Bengaluru,Karnataka,India,2025-01-15,Active,16.1
C0031320,2024-12-06,2023-12-14,2,331.06,391,1,3,2,132,At Risk,Alex Thomas,Male,25,Bengaluru,Karnataka,India,2023-04-06,Lost,82.9
C0031321,2025-11-08,2024-12-05,3,6191.77,54,3,4,5,345,Loyal Customers,Alex Brown,Male,44,Dallas,Texas,United States,2024-10-07,Active,14.1
C0031322,2024-12-19,2024-11-03,3,836.02,378,1,4,2,142,At Risk,Hannah Kim,Female,20,Sydney,New South Wales,Australia,2024-07-28,Lost,75.0
C0031323,2024-04-24,2024-04-24,1,107.92,617,1,2,1,121,Lost Customers,Noah Kim,Male,32,Dallas,Texas,United States,2024-04-09,Lost,100.0
C0031324,2025-11-29,2025-11-29,1,4398.7,33,4,2,5,425,Potential Loyalists,Sofia Lee,Female,31,Sydney,New South Wales,Australia,2023-11-03,Active,23.0
C0031326,2023-11-19,2023-11-19,1,109.39,774,1,2,1,121,Lost Customers,Isabella Martinez,Male,36,San Francisco,California,United States,2022-11-25,Lost,100.0
C0031327,2024-12-08,2024-09-01,3,5720.65,389,1,4,5,145,Loyal Customers,Sofia Chen,Female,21,Toronto,Ontario,Canada,2024-07-25,Lost,64.6
C0031328,2025-12-22,2025-11-19,3,4005.65,10,5,4,4,544,Champions,Hannah Garcia,Male,41,Atlanta,Georgia,United States,2025-09-15,Active,11.5
C0031329,2025-09-18,2025-09-18,1,1915.23,105,3,2,3,323,Need Nurture,Hannah Sharma,Male,26,Denver,Colorado,United States,2024-11-04,Needs Attention,41.8
C0031330,2024-11-22,2024-11-22,1,103.66,405,1,2,1,121,Lost Customers,Benjamin Garcia,Male,23,Mumbai,Maharashtra,India,2023-04-05,Lost,95.0
C0031331,2025-09-30,2024-09-01,7,1766.73,93,3,5,3,353,Loyal Customers,Liam Lee,Female,50,Austin,Texas,United States,2024-06-06,Needs Attention,22.0
C0031332,2025-08-11,2025-08-11,1,223.12,143,2,2,1,221,Need Nurture,Daniel Khan,Female,32,Bengaluru,Karnataka,India,2025-08-02,Needs Attention,55.5
C0031333,2025-06-23,2023-01-28,4,1411.38,192,2,4,3,243,Loyal Customers,Isabella Kim,Female,43,Bengaluru,Karnataka,India,2022-07-27,At Risk,42.9
C0031334,2025-07-28,2023-05-10,12,5604.09,157,2,5,5,255,Loyal Customers,Theo Sharma,Female,31,Mumbai,Maharashtra,India,2023-03-17,Needs Attention,23.7
C0031335,2025-11-24,2025-11-24,1,155.02,38,4,2,1,421,Potential Loyalists,James Garcia,Male,40,Dallas,Texas,United States,2025-07-25,Active,39.7
C0031336,2023-03-24,2023-03-24,1,371.95,1014,1,2,2,122,Lost Customers,Daniel Sharma,Male,54,London,England,United Kingdom,2023-02-06,Lost,100.0
C0031337,2025-12-25,2025-09-14,5,3491.92,7,5,4,4,544,Champions,Maya Singh,Female,39,Melbourne,Victoria,Australia,2025-09-07,Active,11.1
C0031338,2025-11-17,2024-11-07,2,742.43,45,4,3,2,432,Potential Loyalists,Noah Wilson,Male,33,Melbourne,Victoria,Australia,2024-10-14,Active,30.8
C0031339,2024-05-03,2024-05-03,1,630.48,608,1,2,2,122,Lost Customers,Liam Lee,Female,21,New York,New York,United States,2022-05-13,Lost,100.0
C0031340,2024-06-25,2024-06-25,1,773.51,555,1,2,2,122,Lost Customers,Aisha Brown,Male,48,Manchester,England,United Kingdom,2024-04-06,Lost,100.0
C0031341,2025-11-14,2024-11-05,2,2306.52,48,4,3,4,434,Potential Loyalists,Benjamin Robinson,Male,43,Boston,Massachusetts,United States,2024-06-22,Active,23.2
C0031342,2025-12-21,2025-11-16,5,4756.62,11,5,4,5,545,Champions,Amelia Singh,Male,41,Manchester,England,United Kingdom,2025-04-13,Active,7.7
C0031343,2025-12-06,2025-10-20,6,2471.48,26,4,5,4,454,Champions,Theo Anderson,Female,36,Phoenix,Arizona,United States,2025-10-12,Active,7.9
C0031344,2025-01-31,2025-01-31,1,1788.59,335,2,2,3,223,Need Nurture,Daniel Davis,Male,50,Seattle,Washington,United States,2024-03-23,At Risk,76.5
C0031345,2025-12-08,2024-10-22,3,2794.47,24,4,4,4,444,Champions,Hannah Johnson,Male,32,Boston,Massachusetts,United States,2023-06-24,Active,13.6
C0031346,2025-09-01,2025-05-14,2,237.9,122,3,3,1,331,Need Nurture,Sofia Martinez,Female,44,Bengaluru,Karnataka,India,2025-01-30,Needs Attention,46.4
C0031347,2025-12-15,2025-07-27,3,1167.28,17,5,4,3,543,Loyal Customers,Zara Martinez,Male,59,Mumbai,Maharashtra,India,2024-03-02,Active,16.6
C0031348,2024-10-29,2024-10-29,1,133.95,429,1,2,1,121,Lost Customers,Benjamin Davis,Male,38,Phoenix,Arizona,United States,2024-06-03,Lost,98.6
C0031349,2025-12-23,2025-02-12,12,7101.76,9,5,5,5,555,Champions,Ravi Davis,Male,33,Dallas,Texas,United States,2025-01-25,Active,1.4
C0031350,2025-08-28,2025-08-28,1,253.93,126,3,2,1,321,Need Nurture,Noah Thomas,Female,30,Miami,Florida,United States,2025-08-06,Needs Attention,53.0
C0031351,2023-05-16,2023-05-16,1,116.26,961,1,2,1,121,Lost Customers,Liam Sharma,Female,30,New Delhi,Delhi,India,2022-07-12,Lost,100.0
C0031352,2025-10-10,2024-11-21,3,1108.07,83,3,4,3,343,Loyal Customers,Aria Martinez,Female,37,Manchester,England,United Kingdom,2024-06-22,Active,26.5
C0031353,2025-03-15,2024-07-08,2,496.51,292,2,3,2,232,At Risk,Mia Johnson,Male,57,Austin,Texas,United States,2024-06-23,At Risk,68.0
C0031354,2024-08-28,2024-08-28,1,2125.96,491,1,2,4,124,Lost Customers,Liam Lee,Female,42,New Delhi,Delhi,India,2024-07-13,Lost,96.0
C0031355,2024-12-14,2024-12-14,1,697.05,383,1,2,2,122,Lost Customers,Hannah Wilson,Female,39,Miami,Florida,United States,2023-09-05,Lost,87.7
C0031356,2025-09-01,2025-09-01,1,92.09,122,3,2,1,321,Need Nurture,Kai Johnson,Female,39,New Delhi,Delhi,India,2024-12-10,Needs Attention,52.4
C0031357,2025-03-06,2024-03-12,5,1308.35,301,2,4,3,243,Loyal Customers,Benjamin Johnson,Male,18,San Francisco,California,United States,2023-12-04,At Risk,59.4
C0031358,2025-12-23,2024-05-30,11,7587.69,9,5,5,5,555,Champions,Liam Kim,Female,36,Bengaluru,Karnataka,India,2024-04-05,Active,1.4
C0031359,2025-06-09,2025-06-09,1,843.59,206,2,2,2,222,Need Nurture,Amelia Davis,Male,26,Vancouver,British Columbia,Canada,2024-08-15,At Risk,61.0
C0031360,2025-08-27,2024-03-12,4,3773.04,127,3,4,4,344,Loyal Customers,Daniel Chen,Male,55,New York,New York,United States,2023-03-04,Needs Attention,29.1
C0031361,2025-02-04,2025-02-04,1,246.1,331,2,2,1,221,Need Nurture,Isabella Taylor,Female,27,Manchester,England,United Kingdom,2025-01-21,At Risk,83.9
C0031362,2024-04-26,2023-11-25,3,1406.53,615,1,4,3,143,Loyal Customers,Aria Robinson,Male,21,Miami,Florida,United States,2022-03-18,Lost,100.0
C0031363,2025-11-27,2025-04-18,5,3372.07,35,4,4,4,444,Champions,Sofia Johnson,Male,18,Chicago,Illinois,United States,2024-02-16,Active,15.3
C0031364,2025-05-31,2023-06-12,9,6119.82,215,2,5,5,255,Loyal Customers,Sofia Miller,Male,28,Miami,Florida,United States,2022-05-21,At Risk,32.4
C0031365,2025-12-06,2024-06-30,12,8603.24,26,4,5,5,455,Champions,Hannah Lee,Male,18,Chicago,Illinois,United States,2024-06-08,Active,3.9
C0031367,2025-11-03,2023-12-25,4,1864.8,59,3,4,3,343,Loyal Customers,Daniel Singh,Male,40,London,England,United Kingdom,2022-11-21,Active,22.9
C0031368,2025-12-17,2024-11-21,13,8632.32,15,5,5,5,555,Champions,Benjamin Chen,Male,24,New Delhi,Delhi,India,2024-11-10,Active,2.3
C0031369,2025-05-15,2025-05-15,1,876.34,231,2,2,2,222,Need Nurture,Zara Miller,Female,47,Sydney,New South Wales,Australia,2024-10-01,At Risk,64.8
C0031370,2023-05-29,2023-05-29,1,271.94,948,1,2,1,121,Lost Customers,Grace Gupta,Female,35,Los Angeles,California,United States,2022-08-04,Lost,100.0
C0031371,2025-07-12,2025-07-12,1,158.52,173,2,2,1,221,Need Nurture,Theo Kim,Male,35,Toronto,Ontario,Canada,2022-12-17,Needs Attention,60.1
C0031372,2025-12-29,2024-10-10,11,2803.73,3,5,5,4,554,Champions,Aisha Lee,Male,47,San Francisco,California,United States,2024-09-13,Active,4.5
C0031373,2025-11-22,2025-10-29,2,1152.17,40,4,3,3,433,Potential Loyalists,Alex Kim,Female,51,Melbourne,Victoria,Australia,2025-03-15,Active,26.0
C0031374,2024-08-03,2024-08-03,1,955.38,516,1,2,3,123,Lost Customers,Hannah Garcia,Female,25,Sydney,New South Wales,Australia,2022-09-27,Lost,100.0
C0031375,2025-02-01,2023-12-26,6,2310.04,334,2,5,4,254,Loyal Customers,Olivia Brown,Female,20,Melbourne,Victoria,Australia,2023-05-06,At Risk,54.3
C0031376,2025-11-05,2025-01-07,2,238.72,57,3,3,1,331,Need Nurture,Grace Chen,Male,32,Miami,Florida,United States,2024-11-08,Active,36.6
C0031377,2025-12-19,2024-12-16,10,9635.86,13,5,5,5,555,Champions,Priya Sharma,Female,56,Mumbai,Maharashtra,India,2024-12-16,Active,2.0
C0031378,2025-12-06,2025-09-05,5,1224.35,26,4,4,3,443,Loyal Customers,Amelia Brown,Male,28,Seattle,Washington,United States,2025-06-24,Active,17.9
C0031379,2025-10-06,2025-04-25,3,1051.22,87,3,4,3,343,Loyal Customers,Ravi Martinez,Male,49,Chicago,Illinois,United States,2023-08-18,Active,27.1
C0031380,2024-11-04,2024-11-04,1,513.54,423,1,2,2,122,Lost Customers,Hannah Johnson,Male,25,Seattle,Washington,United States,2024-07-19,Lost,93.7
C0031381,2025-12-07,2025-08-11,2,2708.93,25,4,3,4,434,Potential Loyalists,Daniel Robinson,Female,35,Austin,Texas,United States,2025-07-27,Active,19.8
C0031382,2025-12-21,2023-05-11,11,11808.88,11,5,5,5,555,Champions,Liam Patel,Female,30,Seattle,Washington,United States,2023-05-07,Active,1.7
C0031383,2025-12-16,2025-08-03,3,4955.34,16,5,4,5,545,Champions,Olivia Davis,Male,42,Boston,Massachusetts,United States,2023-07-18,Active,8.4
C0031384,2025-12-25,2024-12-24,13,9340.4,7,5,5,5,555,Champions,Theo Robinson,Male,39,Melbourne,Victoria,Australia,2024-12-20,Active,1.1
C0031385,2025-11-03,2025-11-03,1,2467.32,59,3,2,4,324,Need Nurture,Alex Robinson,Male,26,Denver,Colorado,United States,2024-07-13,Active,30.9
C0031386,2025-12-14,2025-09-02,10,9247.09,18,5,5,5,555,Champions,Mia Gupta,Female,31,New York,New York,United States,2025-08-07,Active,2.7
C0031387,2024-06-17,2024-06-17,1,42.8,563,1,2,1,121,Lost Customers,Daniel Smith,Female,24,Los Angeles,California,United States,2024-03-29,Lost,100.0
C0031388,2025-11-13,2025-11-13,1,846.61,49,4,2,2,422,Potential Loyalists,Isabella Kim,Female,40,Denver,Colorado,United States,2025-09-04,Active,37.4
C0031389,2025-08-25,2024-01-27,2,1180.0,129,3,3,3,333,Need Nurture,Hannah Anderson,Female,25,Los Angeles,California,United States,2023-11-06,Needs Attention,39.4
C0031390,2024-10-03,2024-10-03,1,1277.77,455,1,2,3,123,Lost Customers,Olivia Patel,Male,38,Mumbai,Maharashtra,India,2024-08-14,Lost,94.6
C0031391,2024-12-12,2024-12-12,1,109.57,385,1,2,1,121,Lost Customers,Fatima Lee,Female,42,Los Angeles,California,United States,2022-11-05,Lost,92.0
C0031392,2025-06-21,2024-08-01,6,3040.73,194,2,5,4,254,Loyal Customers,Camila Khan,Male,45,Toronto,Ontario,Canada,2024-07-28,At Risk,33.2
C0031393,2025-09-23,2025-09-23,1,51.48,100,3,2,1,321,Need Nurture,Isabella Lee,Female,45,Bengaluru,Karnataka,India,2025-09-09,Needs Attention,49.1
C0031394,2025-12-14,2024-08-20,3,1296.76,18,5,4,3,543,Loyal Customers,Maya Wilson,Female,41,Denver,Colorado,United States,2024-08-10,Active,16.7
C0031395,2025-12-07,2023-12-20,9,6643.44,25,4,5,5,455,Champions,Ravi Khan,Male,24,Sydney,New South Wales,Australia,2023-11-05,Active,3.8
C0031396,2025-09-22,2025-09-22,1,101.63,101,3,2,1,321,Need Nurture,Aarav Robinson,Female,27,New York,New York,United States,2023-11-16,Needs Attention,49.2
C0031397,2025-12-30,2025-03-12,3,2140.93,2,5,4,4,544,Champions,Kai Taylor,Male,27,Vancouver,British Columbia,Canada,2024-07-07,Active,10.3
C0031398,2025-10-16,2024-11-28,2,669.01,77,3,3,2,332,Need Nurture,Aisha Miller,Male,36,Los Angeles,California,United States,2024-01-14,Active,35.6
C0031399,2025-11-17,2025-07-23,2,1848.68,45,4,3,3,433,Potential Loyalists,Liam Taylor,Female,50,Los Angeles,California,United States,2025-04-17,Active,26.8
C0031400,2025-08-09,2025-08-09,1,730.38,145,2,2,2,222,Need Nurture,Liam Lee,Female,29,Dallas,Texas,United States,2025-06-07,Needs Attention,51.8
C0031401,2025-11-29,2025-11-29,1,108.46,33,4,2,1,421,Potential Loyalists,Ravi Garcia,Prefer not to say,33,Toronto,Ontario,Canada,2022-01-26,Active,39.0
C0031402,2025-09-26,2025-09-26,1,1642.12,97,3,2,3,323,Need Nurture,Aria Lee,Female,51,New York,New York,United States,2023-05-20,Needs Attention,40.6
