customer_id,customer_name,valid_orders,revenue,last_purchase_date,recency_days,churn_status
C0005334,Priya Gupta,4,4126.63,2025-03-28,279,At Risk
C0018932,Aisha Chen,2,4126.34,2023-12-19,744,Lost
C0010851,Theo Singh,6,4126.15,2025-06-10,205,At Risk
C0039549,James Brown,3,4125.12,2024-09-08,480,Lost
C0041461,Grace Smith,7,4124.99,2025-03-03,304,At Risk
C0007424,Olivia Sharma,2,4123.52,2024-06-12,568,Lost
C0043332,Hannah Taylor,4,4123.0,2025-06-02,213,At Risk
C0009418,Aarav Chen,5,4121.7,2025-04-24,252,At Risk
C0030256,Daniel Sharma,2,4117.73,2025-06-11,204,At Risk
C0006932,Aarav Martinez,5,4115.21,2025-03-29,278,At Risk
C0023393,Sofia Gupta,7,4112.65,2024-11-05,422,Lost
C0011381,Aisha Singh,6,4110.24,2025-05-24,222,At Risk
C0034241,Camila Wilson,2,4106.86,2023-12-08,755,Lost
C0018647,Liam Chen,5,4104.18,2024-12-11,386,Lost
C0011543,Kai Miller,3,4101.15,2024-05-28,583,Lost
C0008940,Fatima Smith,4,4096.96,2025-03-30,277,At Risk
C0030234,Maya Brown,2,4093.34,2024-12-09,388,Lost
C0044963,Fatima Anderson,6,4093.0,2024-12-12,385,Lost
C0026019,Isabella Sharma,3,4091.13,2025-04-23,253,At Risk
C0049875,Aria Taylor,4,4090.08,2025-06-24,191,At Risk
C0031854,Liam Martinez,3,4090.02,2025-01-22,344,At Risk
C0017655,Theo Singh,6,4085.52,2025-02-13,322,At Risk
C0019946,Aarav Patel,2,4084.57,2024-12-15,382,Lost
C0036573,Camila Wilson,6,4083.44,2025-06-17,198,At Risk
C0044275,Noah Brown,4,4079.18,2025-05-28,218,At Risk
C0028492,Olivia Chen,5,4076.13,2024-10-13,445,Lost
C0014662,Liam Sharma,2,4073.77,2024-11-04,423,Lost
C0029743,Grace Taylor,3,4071.84,2023-10-22,802,Lost
C0015600,Daniel Wilson,3,4065.15,2024-12-27,370,Lost
C0013771,Sofia Singh,2,4063.68,2024-11-23,404,Lost
C0047029,Camila Lee,4,4061.69,2024-08-22,497,Lost
C0000790,Ethan Taylor,5,4060.62,2025-05-07,239,At Risk
C0036637,Ravi Garcia,5,4059.04,2025-07-01,184,At Risk
C0046812,James Miller,5,4057.96,2024-10-27,431,Lost
C0001804,Daniel Sharma,5,4057.2,2025-07-03,182,At Risk
C0009229,Liam Khan,5,4054.65,2025-03-23,284,At Risk
C0016441,Fatima Kim,2,4049.12,2025-01-23,343,At Risk
C0034171,Amelia Smith,3,4048.92,2025-06-14,201,At Risk
C0002260,Zara Sharma,4,4046.86,2025-02-04,331,At Risk
C0028448,Sofia Kim,2,4043.78,2025-07-03,182,At Risk
C0038070,James Anderson,6,4041.06,2025-06-22,193,At Risk
C0016037,Isabella Gupta,6,4036.14,2024-12-29,368,Lost
C0023439,Liam Martinez,8,4034.77,2025-05-08,238,At Risk
C0020664,Liam Garcia,3,4033.83,2024-11-09,418,Lost
C0027708,Benjamin Patel,3,4032.8,2025-06-22,193,At Risk
C0008333,Olivia Anderson,3,4032.49,2024-11-15,412,Lost
C0023407,Benjamin Gupta,3,4030.73,2024-12-06,391,Lost
C0008480,Fatima Gupta,4,4030.52,2024-12-22,375,Lost
C0047545,Liam Smith,3,4027.57,2025-03-13,294,At Risk
C0042404,Ravi Smith,4,4026.06,2025-05-20,226,At Risk
C0042574,Maya Davis,5,4025.89,2025-03-27,280,At Risk
C0032039,Aarav Khan,5,4023.72,2025-05-22,224,At Risk
C0025435,Theo Davis,2,4020.53,2025-04-02,274,At Risk
C0015237,Sofia Sharma,3,4019.29,2023-10-22,802,Lost
C0043023,Isabella Khan,8,4017.61,2025-06-28,187,At Risk
C0029298,Amelia Anderson,3,4015.26,2024-04-26,615,Lost
C0019959,Daniel Robinson,2,4007.28,2024-12-13,384,Lost
C0029247,Noah Smith,4,4006.42,2025-06-01,214,At Risk
C0039783,Amelia Khan,2,4004.07,2023-10-18,806,Lost
C0015922,Isabella Khan,6,4003.37,2025-07-04,181,At Risk
C0013592,James Davis,5,4000.46,2025-05-23,223,At Risk
C0044656,Hannah Robinson,3,4000.28,2025-05-08,238,At Risk
C0020143,Aisha Garcia,2,3999.23,2025-06-18,197,At Risk
C0012184,Alex Patel,3,3998.08,2024-10-16,442,Lost
C0042961,Amelia Thomas,3,3997.56,2024-10-02,456,Lost
C0032042,Sofia Wilson,3,3997.44,2024-04-09,632,Lost
C0005518,Grace Robinson,3,3997.27,2025-02-12,323,At Risk
C0025387,Alex Thomas,2,3995.09,2023-11-30,763,Lost
C0039237,Sofia Garcia,4,3993.99,2025-03-28,279,At Risk
C0033188,Zara Kim,3,3993.2,2024-11-23,404,Lost
C0037781,Grace Kim,4,3990.93,2025-04-15,261,At Risk
C0031655,Ethan Taylor,2,3981.13,2025-03-20,287,At Risk
C0021575,Aarav Martinez,4,3979.99,2024-12-17,380,Lost
C0024640,Ethan Anderson,3,3976.96,2024-12-20,377,Lost
C0018381,Olivia Taylor,8,3965.07,2024-12-13,384,Lost
C0004186,Liam Robinson,6,3963.87,2025-01-23,343,At Risk
C0035886,Grace Johnson,6,3961.79,2025-06-23,192,At Risk
C0016927,Ravi Thomas,2,3961.69,2024-12-25,372,Lost
C0043172,Sofia Gupta,2,3958.26,2025-01-30,336,At Risk
C0036413,James Patel,2,3956.51,2024-12-28,369,Lost
C0044954,Maya Chen,3,3953.53,2024-11-22,405,Lost
C0022903,James Robinson,5,3953.4,2024-10-05,453,Lost
C0012877,James Johnson,3,3951.83,2025-05-29,217,At Risk
C0019180,Isabella Singh,3,3949.2,2024-12-18,379,Lost
C0035909,Aria Garcia,7,3948.99,2025-07-02,183,At Risk
C0013922,Benjamin Brown,2,3948.9,2025-01-26,340,At Risk
C0017488,Kai Miller,2,3944.85,2025-05-12,234,At Risk
C0046300,Liam Sharma,4,3944.38,2024-12-29,368,Lost
C0043075,Benjamin Chen,2,3937.34,2025-02-10,325,At Risk
C0014205,Sofia Martinez,2,3936.06,2025-04-29,247,At Risk
C0047533,Olivia Robinson,3,3935.3,2025-03-21,286,At Risk
C0016036,Sofia Thomas,3,3934.35,2025-06-18,197,At Risk
C0030392,Hannah Brown,4,3933.68,2025-01-05,361,At Risk
C0014344,Mia Singh,2,3933.03,2025-03-08,299,At Risk
C0034739,Kai Martinez,3,3932.66,2025-06-01,214,At Risk
C0020056,Noah Brown,5,3930.22,2024-12-25,372,Lost
C0012341,Grace Singh,7,3929.66,2025-06-14,201,At Risk
C0049209,Liam Martinez,5,3929.43,2025-01-16,350,At Risk
C0003457,Grace Robinson,7,3928.13,2025-07-03,182,At Risk
C0022504,Amelia Robinson,6,3922.76,2025-06-13,202,At Risk
C0049549,Camila Davis,4,3917.65,2025-04-28,248,At Risk
C0015502,Ravi Martinez,7,3917.3,2025-05-23,223,At Risk
C0030557,Benjamin Singh,5,3916.63,2025-02-06,329,At Risk
C0017973,Amelia Miller,4,3911.24,2025-05-28,218,At Risk
C0042932,Daniel Kim,5,3908.6,2025-01-17,349,At Risk
C0043051,Kai Singh,2,3908.53,2025-04-19,257,At Risk
C0016885,Hannah Robinson,3,3905.28,2024-12-22,375,Lost
C0049840,James Patel,4,3904.74,2024-12-18,379,Lost
C0042495,Maya Patel,3,3904.2,2025-06-28,187,At Risk
C0027595,Camila Lee,6,3900.36,2025-06-30,185,At Risk
C0005906,Alex Brown,3,3896.69,2024-08-12,507,Lost
C0007388,Benjamin Martinez,4,3890.67,2025-03-02,305,At Risk
C0003609,Liam Thomas,2,3890.44,2025-06-25,190,At Risk
C0014777,Maya Brown,5,3887.5,2025-04-15,261,At Risk
C0019173,Grace Singh,2,3886.55,2025-05-15,231,At Risk
C0023146,Camila Thomas,5,3884.87,2024-11-09,418,Lost
C0004402,Isabella Singh,2,3884.4,2024-12-26,371,Lost
C0013061,Amelia Kim,6,3881.89,2024-12-29,368,Lost
C0009317,Aarav Singh,3,3879.14,2025-01-29,337,At Risk
C0023971,Ravi Sharma,5,3876.74,2025-06-25,190,At Risk
C0020584,Grace Brown,2,3872.73,2025-04-30,246,At Risk
C0019568,Aarav Garcia,2,3870.15,2024-11-18,409,Lost
C0034978,Aria Singh,6,3866.45,2025-02-08,327,At Risk
C0003825,James Khan,2,3866.06,2024-12-23,374,Lost
C0017256,Camila Wilson,3,3864.38,2025-06-11,204,At Risk
C0015005,Zara Robinson,6,3863.83,2025-04-27,249,At Risk
C0000779,Amelia Davis,2,3863.06,2024-06-17,563,Lost
C0032248,Mia Garcia,4,3860.12,2024-08-28,491,Lost
C0007936,Ravi Patel,2,3857.74,2024-02-25,676,Lost
C0031784,Noah Smith,7,3852.38,2025-06-08,207,At Risk
C0029307,Aria Smith,2,3850.76,2024-10-04,454,Lost
C0047418,Benjamin Gupta,2,3845.92,2024-08-20,499,Lost
C0001176,Sofia Gupta,6,3844.18,2025-05-11,235,At Risk
C0022101,Grace Smith,3,3842.09,2025-03-05,302,At Risk
C0048723,Liam Khan,3,3835.24,2024-12-21,376,Lost
C0017291,Mia Anderson,5,3833.84,2025-05-17,229,At Risk
C0020198,Theo Wilson,3,3832.42,2025-06-18,197,At Risk
C0022876,Isabella Thomas,3,3832.33,2024-12-01,396,Lost
C0042599,Priya Chen,2,3832.05,2025-01-18,348,At Risk
C0005393,Noah Martinez,2,3830.75,2025-02-24,311,At Risk
C0027865,Alex Martinez,3,3826.72,2025-03-22,285,At Risk
C0013985,Kai Patel,6,3823.96,2025-06-22,193,At Risk
C0038323,Hannah Martinez,2,3823.64,2025-06-11,204,At Risk
C0049219,Mia Smith,3,3821.39,2025-02-06,329,At Risk
C0000342,Zara Miller,5,3816.03,2025-03-11,296,At Risk
C0006551,Benjamin Lee,9,3814.98,2025-03-17,290,At Risk
C0008146,Benjamin Patel,3,3813.24,2025-02-22,313,At Risk
C0030151,Daniel Smith,2,3810.08,2023-11-01,792,Lost
C0008775,Daniel Martinez,5,3809.42,2025-03-09,298,At Risk
C0030060,Priya Miller,6,3805.2,2025-05-15,231,At Risk
C0025349,Theo Garcia,5,3800.77,2024-12-21,376,Lost
C0014365,Isabella Patel,6,3799.96,2024-03-14,658,Lost
C0006670,Fatima Singh,2,3798.41,2024-11-16,411,Lost
C0046288,Grace Martinez,3,3794.03,2024-12-07,390,Lost
C0027980,Ravi Patel,3,3787.14,2025-01-23,343,At Risk
C0011680,Zara Wilson,4,3784.62,2024-09-03,485,Lost
C0002489,Zara Taylor,2,3782.16,2025-07-02,183,At Risk
C0012964,Aisha Wilson,2,3782.11,2023-12-24,739,Lost
C0009750,Aarav Johnson,2,3780.1,2025-05-10,236,At Risk
C0014079,Grace Miller,2,3778.18,2024-11-23,404,Lost
C0010966,Zara Miller,4,3777.38,2025-05-13,233,At Risk
C0006806,Ethan Wilson,5,3774.76,2024-12-18,379,Lost
C0043622,Aarav Garcia,3,3773.75,2024-12-20,377,Lost
C0024475,Hannah Smith,3,3771.84,2025-06-19,196,At Risk
C0012166,Amelia Patel,7,3768.91,2025-04-28,248,At Risk
C0036922,Maya Smith,6,3768.24,2025-05-04,242,At Risk
C0033552,Sofia Singh,7,3765.72,2025-05-27,219,At Risk
C0046388,Aria Garcia,4,3764.85,2025-01-06,360,At Risk
C0037454,Benjamin Chen,6,3761.81,2025-04-15,261,At Risk
C0001400,Olivia Garcia,3,3759.69,2025-01-30,336,At Risk
C0028567,James Smith,7,3756.55,2024-12-22,375,Lost
